0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,-10,10,-10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,-10,10,-10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,-10,10,-10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,-10,10,-10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,-10,10,-10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,-10,10,-10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,-10,10,-10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,-10,10,-10,0.087266,0.087266,0.087266
0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,-10,10,10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,-10,10,10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,-10,10,10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,-10,10,10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,-10,10,10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,-10,10,10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,-10,10,10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,-10,10,10,0.087266,0.087266,0.087266
0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,10,-10,-10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,10,-10,-10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,10,-10,-10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,10,-10,-10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,10,-10,-10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,10,-10,-10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,10,-10,-10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,10,-10,-10,0.087266,0.087266,0.087266
0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,10,-10,10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,10,-10,10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,10,-10,10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,10,-10,10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,10,-10,10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,10,-10,10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,10,-10,10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,10,-10,10,0.087266,0.087266,0.087266
0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,10,10,-10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,10,10,-10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,10,10,-10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,10,10,-10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,10,10,-10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,10,10,-10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,10,10,-10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,10,10,-10,0.087266,0.087266,0.087266
0.9924,-0.079257,0.09409,0.086824,0.99307,-0.079257,-0.087156,0.086824,0.9924,10,10,10,-0.087266,-0.087266,-0.087266
0.9924,-0.094391,0.078898,0.086824,0.99174,0.094391,-0.087156,-0.086824,0.9924,10,10,10,-0.087266,-0.087266,0.087266
0.9924,-0.094391,-0.078898,0.086824,0.99174,-0.094391,0.087156,0.086824,0.9924,10,10,10,-0.087266,0.087266,-0.087266
0.9924,-0.079257,-0.09409,0.086824,0.99307,0.079257,0.087156,-0.086824,0.9924,10,10,10,-0.087266,0.087266,0.087266
0.9924,0.094391,0.078898,-0.086824,0.99174,-0.094391,-0.087156,0.086824,0.9924,10,10,10,0.087266,-0.087266,-0.087266
0.9924,0.079257,0.09409,-0.086824,0.99307,0.079257,-0.087156,-0.086824,0.9924,10,10,10,0.087266,-0.087266,0.087266
0.9924,0.079257,-0.09409,-0.086824,0.99307,-0.079257,0.087156,0.086824,0.9924,10,10,10,0.087266,0.087266,-0.087266
0.9924,0.094391,-0.078898,-0.086824,0.99174,0.094391,0.087156,-0.086824,0.9924,10,10,10,0.087266,0.087266,0.087266
